"female",3,"Central","Agriculturist","About it","10,000 to 40,000","GoodGrade quota","websAbout ite education",0,"Excellent","Fair","Fair","full of knowledge","Normal","Developed for work","Always on time","Sometimes","Sometimes","Every time","I focus on the content that the teachers teach all the time.","Do not play","No preparation","Page to medium","I tend to keep doubts for answers later.","I always have a notebook In order to note down important  that is apart from the sheet","Read the book 1 week","Study","friend","Do not play","medium","Inappropriate",
"male",3,"Central","Company employee","Not About it","10,000 to 40,000","Portfolio","friend-someone",0,"Fair","Fair","Unsatisfy","some of knowledge","Normal","Chance to play the game","Always on time","Always peel friends","Not brave","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Behind the room","ignore","No technique","Tutoring with friends","No study","family","medium","medium","Inappropriate",
"male",3,"Central","Personal business","About it","more 50,000","Portfolio","websAbout ite education",0,"Fair","Unsatisfy","Fair","some of knowledge","Normal","Talented IT","Sometimes late","Always try","Sometimes","Every time","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Behind the room","ignore","No technique","Tutoring with friends","Study","Not consult","medium","medium","Inappropriate",
"male",3,"Eastern","Personal business","Not About it","less than 10,000","area quota","parent",2,"Fair","Fair","Fair","some of knowledge","Normal","Like","Sometimes late","Always peel friends","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","No preparation","Behind the room","I tend to keep doubts for answers later.","No technique","Tutoring with friends","Study","Not consult","medium","medium","Inappropriate",
"male",3,"Eastern","Company employee","About it","10,000 to 40,000","Direct examination","friend-someone",3,"Excellent","Fair","Good","full of knowledge","Normal","another","Never go on time","Sometimes","Dare","Sometimes","I focus on the content that the teachers teach all the time.","Sometimes","No preparation","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","Listen to the teacher, but rarely wrAbout ite down.","Tutoring with friends","No study","Not consult","medium","high","Inappropriate",
"male",3,"Eastern","Personal business","About it","10,000 to 40,000","Direct examination","friend-someone",3,"Excellent","Fair","Good","full of knowledge","Normal","another","Never go on time","Sometimes","Dare","Sometimes","I focus on the content that the teachers teach all the time.","Sometimes","No preparation","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","Listen to the teacher, but rarely wrAbout ite down.","Tutoring with friends","No study","Not consult","medium","high","Inappropriate",
"female",3,"Central","Personal business","About it","more 50,000","Admissions","websAbout ite education",1,"Excellent","Good","Good","full of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Dare","Every time","I focus on the content that the teachers teach all the time.","Sometimes","I listened carefully to what the teacher was teaching.","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","friend","Do not play","medium","Appropriate",
"female",3,"Eastern","Freelance","About it","less than 10,000","GoodGrade quota","Seniors",1,"Excellent","Fair","Unsatisfy","full of knowledge","Normal","Developed for work","Never go on time","Sometimes","Dare","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","SAbout itting and talking nonsense wAbout ith friends while the teacher was teaching","Page to medium","ignore","Listen to the teacher, but rarely wrAbout ite down.","Read the book 1 night","Study","friend","medium","Low ","Appropriate",
"male",3,"Northern","Personal business","Not About it","10,000 to 40,000","Direct examination","Fanpage universAbout ity",2,"Excellent","Fair","Fair","some of knowledge","Easy","High salary","Sometimes late","Sometimes","Sometimes","Every time","I tend to lose concentration every 5 to 10 minutes.","Play","SAbout itting and talking nonsense wAbout ith friends while the teacher was teaching","Behind the room","ignore","Listen to the teacher, but rarely wrAbout ite down.","Read the book 1 week","No study","family","medium","medium","Appropriate",
"female",3,"Central","Personal business","Not About it","more 50,000","Admissions","friend-someone",1,"Excellent","Fair","Unsatisfy","some of knowledge","Normal","Developed for work","Always on time","Sometimes","Not brave","Every time","I tend to lose concentration every 5 to 10 minutes.","Sometimes","I listened carefully to what the teacher was teaching.","Page to medium","I tend to keep doubts for answers later.","Listen to the teacher, but rarely wrAbout ite down.","Read the book 1 week","Study","friend","medium","high","Inappropriate",
"male",2,"Central","Company employee","About it","10,000 to 40,000","tcas","websAbout ite education",0,"Excellent","Good","Good","full of knowledge","Normal","Like","Sometimes late","Always try","Dare","Never","I focus on the content that the teachers teach all the time.","Do not play","I listened carefully to what the teacher was teaching.","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Read book alone","Study","friend","medium","high","Appropriate",
"male",4,"Central","Agriculturist","Not About it","10,000 to 40,000","GoodGrade quota","websAbout ite education",1,"Good","Fair","Unsatisfy","some of knowledge","Too Hard",,"Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","No preparation","Behind the room","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","Not consult","medium","high","Inappropriate",
"male",3,"Eastern","Company employee","About it","10,000 to 40,000","area quota","friend-someone",0,"Excellent","Fair","Good","full of knowledge","Easy","Chance to play the game","Always on time","Sometimes","Sometimes","Sometimes","I focus on the content that the teachers teach all the time.","Sometimes","I listened carefully to what the teacher was teaching.","Page to medium","I tend to keep doubts for answers later.","Listen to the teacher, but rarely wrAbout ite down.","Tutoring with friends","Study","friend","medium","medium","Appropriate",
"female",3,"Eastern","Freelance","null","10,000 to 40,000","area quota","guide",0,"Excellent","Unsatisfy","Fair","full of knowledge","Normal","Like","Sometimes late","Sometimes","Sometimes","Every time","I tend to lose concentration every 5 to 10 minutes.","Play","SAbout itting and talking nonsense wAbout ith friends while the teacher was teaching","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","friend","medium","high","Inappropriate",
"female",1,"Eastern","Company employee","About it","10,000 to 40,000","tcas","Seniors",1,"Excellent","Fair","Good","full of knowledge","Normal","Like","Sometimes late","Sometimes","Not brave","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","No preparation","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","friend","medium","high","Inappropriate",
"male",3,"Central","Free","About it","10,000 to 40,000","GoodGrade quota","websAbout ite education",1,"Excellent","Fair","Good","full of knowledge","Normal","Developed for work","Always on time","Always try","Sometimes","Sometimes","I focus on the content that the teachers teach all the time.","Sometimes","I listened carefully to what the teacher was teaching.","Behind the room","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Read the book 1 week","Study","family","medium","high","Appropriate",
"male",1,"Central","Personal business","null","10,000 to 40,000","GoodGrade quota","parent",1,"Excellent","Fair","Fair","full of knowledge","Normal","Like","Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Behind the room","ignore","Listen to the teacher, but rarely wrAbout ite down.","Read the book 1 night","Study","Not consult","medium","medium","Appropriate",
"male",2,"Northern","Personal business","null","10,000 to 40,000","tcas","friend-someone",1,"Excellent","Fair","Fair","full of knowledge","Normal","High salary","Sometimes late","Always try","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","I listened carefully to what the teacher was teaching.","Page to medium","I tend to keep doubts for answers later.","Listen to the teacher, but rarely wrAbout ite down.","Read book alone","No study","Not consult","medium","medium","Appropriate",
"female",1,"Central","Freelance","null","less than 10,000","Portfolio","friend-someone",1,"Good","Fair","Unsatisfy","full of knowledge","Normal","High salary","Sometimes late","Sometimes","Sometimes","Every time","I tend to lose concentration every 5 to 10 minutes.","Sometimes","SAbout itting and talking nonsense wAbout ith friends while the teacher was teaching","Page to medium","I tend to keep doubts for answers later.","No technique","Tutoring with friends","Study","family","medium","medium","Inappropriate",
"female",1,"Eastern","Officialdom","About it","10,000 to 40,000","tcas","friend-someone",0,"Fair","Fair","Fair","full of knowledge","Normal","Like","Sometimes late","Sometimes","Dare","Never","I tend to lose concentration every 5 to 10 minutes.","Play","I tend to set goals for my studies.","Behind the room","I tend to keep doubts for answers later.","I always have a notebook In order to note down important  that is apart from the sheet","Read book alone","Study","family","medium","high","Appropriate",
"male",1,"Central","Company employee","About it","10,000 to 40,000","tcas","websAbout ite education",1,"Good","Fair","Good","full of knowledge","Normal","Developed for work","Always on time","Always try","Sometimes","Every time","I tend to lose concentration every 5 to 10 minutes.","Sometimes","I listened carefully to what the teacher was teaching.","Page to medium","I tend to keep doubts for answers later.","I always have a notebook In order to note down important  that is apart from the sheet","Read the book 1 week","Study","friend","medium","high","Inappropriate",
"female",4,"Eastern","Personal business","Not About it","more 50,000","area quota","guide",1,"Excellent","Fair","Good","full of knowledge","Normal","Developed for work","Sometimes late","Always try","Dare","Every time","I tend to lose concentration every 5 to 10 minutes.","Sometimes","I listened carefully to what the teacher was teaching.","Page to medium","I tend to keep doubts for answers later.","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","family","Do not play","high","Appropriate",
"male",3,"Central","Personal business","About it","10,000 to 40,000","O-net","websAbout ite education",0,"Excellent","Fair","Fair","full of knowledge","Normal","Like","Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","No preparation","Behind the room","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Read book alone","Study","family","medium","high","Appropriate",
"male",2,"Eastern","Personal business","About it","10,000 to 40,000","tcas","friend-someone",0,"Good","Unsatisfy","Good","full of knowledge","Normal",,"Sometimes late","Sometimes","Dare","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","family","medium","high","Inappropriate",
"male",3,"Eastern","Company employee","null","10,000 to 40,000","area quota","friend-someone",1,"Good","Good","Fair","full of knowledge","Normal","Developed for work","Always on time","Always try","Sometimes","Sometimes","I focus on the content that the teachers teach all the time.","Sometimes",,"Page to medium",,"Listen to the teacher, but rarely wrAbout ite down.","Read the book 1 week","Study","family","medium","medium","Inappropriate",
"male",1,"Eastern","Officialdom","About it","10,000 to 40,000","area quota","guide",2,"Good","Fair","Good","some of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","No preparation","Page to medium",,"I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","friend","medium","medium","Appropriate",
"male",4,"Central","Company employee","About it","10,000 to 40,000","Direct examination","websAbout ite education",1,"Good","Fair","Unsatisfy","some of knowledge","Normal","Chance to play the game","Sometimes late","Sometimes",,,"I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Behind the room","I tend to keep doubts for answers later.","No technique","Tutoring with friends","Study","Not consult","medium","medium","Inappropriate",
"female",1,"Northeastern","Company employee","About it","10,000 to 40,000","Portfolio","friend-someone",1,"Excellent","Fair","Fair","full of knowledge","Normal","Like","Always on time","Sometimes","Dare","Sometimes","I focus on the content that the teachers teach all the time.","Do not play","I listened carefully to what the teacher was teaching.","Page to medium","I tend to keep doubts for answers later.","Listen to the teacher, but rarely wrAbout ite down.","Tutoring with friends","Study","family","medium","high","Inappropriate",
"male",3,"Central","Personal business","null","10,000 to 40,000",,"friend-someone",1,"Fair","Fair","Unsatisfy","some of knowledge","Normal","Chance to play the game","Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","I listened carefully to what the teacher was teaching.","Page to medium","I tend to keep doubts for answers later.","Listen to the teacher, but rarely wrAbout ite down.","Read the book 1 night","Study","friend","medium","medium","Inappropriate",
"male",5,"Central","Officialdom","About it","10,000 to 40,000","GoodGrade quota","Fanpage universAbout ity",2,"Excellent","Fair","Good","some of knowledge","Normal","Like","Sometimes late","Sometimes","Dare","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","I tend to set goals for my studies.","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Read the book 1 week","Study","family","medium","high","Appropriate",
"female",2,"Central","Personal business","About it","less than 10,000","tcas","parent",1,"Good","Fair","Fair","full of knowledge","Normal","Like","Sometimes late","Sometimes","Dare","Every time","I focus on the content that the teachers teach all the time.","Sometimes","No preparation","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","friend","medium","medium","Inappropriate",
"male",3,"Eastern","Company employee","About it","more 50,000","Direct examination","guide",2,"Good","Fair","Good","some of knowledge","Normal","Talented IT","Sometimes late","Sometimes","Sometimes","Sometimes","I focus on the content that the teachers teach all the time.","Sometimes","I listened carefully to what the teacher was teaching.","Page to medium","I tend to keep doubts for answers later.","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","family","medium","high","Inappropriate",
"female",2,"Central","Agriculturist","null","less than 10,000","area quota","websAbout ite education",0,"Good","Fair","Unsatisfy","some of knowledge","Normal","High salary","Always on time","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","I listened carefully to what the teacher was teaching.","Page to medium","I tend to keep doubts for answers later.","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","Not consult","medium","medium","Appropriate",
"male",1,"Eastern","Freelance","About it","10,000 to 40,000","GoodGrade quota","friend-someone",1,"Excellent","Fair","Unsatisfy","some of knowledge","Normal","Developed for work","Always on time","Always try","Sometimes","Every time","I tend to lose concentration every 5 to 10 minutes.","Sometimes","No preparation","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","Listen to the teacher, but rarely wrAbout ite down.","Read book alone","Study","Not consult","medium","high","Appropriate",
"female",4,"Eastern","Personal business","null","10,000 to 40,000","area quota","Seniors",1,"Excellent","Fair","Fair","full of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Sometimes","Every time","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","No technique","Read the book 1 night","Study","friend","Do not play","medium","Inappropriate",
"female",1,"Eastern","Officialdom","About it","less than 10,000","area quota","websAbout ite education",0,"Excellent","Fair","Good","full of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Dare","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","I listened carefully to what the teacher was teaching.","Behind the room","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Read the book 1 night","Study","friend","medium","high","Inappropriate",
"male",4,"Central","Personal business","About it","10,000 to 40,000","Portfolio","websAbout ite education",0,"Unsatisfy","Unsatisfy","Good","some of knowledge","Normal","Like","Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","No preparation","Behind the room","I tend to keep doubts for answers later.","I always have a notebook In order to note down important  that is apart from the sheet","Read the book 1 night","No study","Not consult","high","high","Appropriate",
"female",4,"Southern","Officialdom","About it","more 50,000","tcas","guide",1,"Excellent","Fair","Fair","full of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","No preparation","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","friend","Do not play","medium","Appropriate",
"male",2,"Northeastern","Freelance","About it","less than 10,000","Portfolio",,1,"Excellent","Unsatisfy","Fair","full of knowledge","Normal","Developed for work","Sometimes late","Always try","Dare","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","Not consult","medium","high","Inappropriate",
"male",3,"Eastern","Freelance","About it","less than 10,000","area quota","friend-someone",1,"Good","Fair","Fair","full of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Dare","Sometimes","I focus on the content that the teachers teach all the time.","Sometimes","I listened carefully to what the teacher was teaching.","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","Listen to the teacher, but rarely wrAbout ite down.","Tutoring with friends","Study","friend","medium","high","Inappropriate",
"male",1,"Eastern","Company employee","null","10,000 to 40,000","Portfolio","friend-someone",2,"Fair","Fair","Fair","full of knowledge","Normal","Like","Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","I tend to set goals for my studies.","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","Listen to the teacher, but rarely wrAbout ite down.","Read the book 1 night","No study","friend","medium","high","Inappropriate",
"male",1,"Central","Personal business","null","10,000 to 40,000","Admissions","Search on internet",1,"Excellent","Good","Excellent","full of knowledge","Easy","Like","Sometimes late","Always try","Dare","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","SAbout itting and talking nonsense wAbout ith friends while the teacher was teaching","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","Listen to the teacher, but rarely wrAbout ite down.","Read the book 1 week","Study","Not consult","medium","medium","Appropriate",
"female",4,"Eastern","Personal business","null","10,000 to 40,000","area quota","Seniors",1,"Excellent","Fair","Fair","full of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Sometimes","Every time","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","No technique","Read the book 1 night","Study","friend","Do not play","medium","Inappropriate",
"male",3,"Eastern","Officialdom","About it","more 50,000","area quota","guide",1,"Good","Fair","Good","full of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Dare","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","No preparation","Page to medium","I tend to keep doubts for answers later.","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","friend","medium","medium","Inappropriate",
"male",3,"Southern","Freelance","About it","more 50,000","Portfolio","parent",1,"Excellent","Fair","Fair","full of knowledge","Normal","Developed for work","Sometimes late","Always try","Dare","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","No preparation","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","family","medium","high","Appropriate",
"male",5,"Central","Company employee","About it","10,000 to 40,000","Admissions","Seniors",2,"Excellent","Fair","Fair","full of knowledge","Normal","Like","Sometimes late","Sometimes","Dare","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","No preparation","Page to medium","I tend to keep doubts for answers later.","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","friend","medium","high","Appropriate",
"male",1,"Central","Officialdom","About it","10,000 to 40,000","Admissions","websAbout ite education",1,"Good","Fair","Good","full of knowledge","Normal","Talented IT","Never go on time","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","No preparation","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","No technique","Read book alone","Study","family","medium","high","Appropriate",
"female",2,"Central","Freelance","null","10,000 to 40,000","GoodGrade quota","friend-someone",1,"Good","Unsatisfy","Fair","some of knowledge","Too Hard","another","Always on time","Sometimes","Not brave","Every time","I tend to lose concentration every 5 to 10 minutes.","Play","I tend to set goals for my studies.","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","friend","Do not play","medium","Inappropriate",
"male",2,"Central","Company employee","About it","more 50,000","Admissions","websAbout ite education",1,"Good","Fair","Excellent","full of knowledge","Normal","Developed for work","Always on time","Sometimes","Sometimes","Sometimes","I focus on the content that the teachers teach all the time.","Sometimes","I listened carefully to what the teacher was teaching.","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","friend","medium","high","Appropriate",
"male",2,"Central","Personal business","null","10,000 to 40,000","Admissions","websAbout ite education",1,"Excellent","Fair","Fair","full of knowledge","Normal","Chance to play the game","Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","I listened carefully to what the teacher was teaching.","Behind the room","I tend to keep doubts for answers later.","Listen to the teacher, but rarely wrAbout ite down.","Read the book 1 night","Study","Not consult","medium","medium","Appropriate",
"female",2,"Central","Personal business","About it","more 50,000","GoodGrade quota","parent",1,"Excellent","Fair","Excellent","full of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Not brave","Never","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","Listen to the teacher, but rarely wrAbout ite down.","Read the book 1 night","Study","friend","medium","high","Appropriate",
"female",2,"Central","Agriculturist","null","less than 10,000","area quota","Hashtags on twAbout itter",2,"Good","Fair","Unsatisfy","some of knowledge","Normal","High salary","Sometimes late","Sometimes","Sometimes","Every time","I tend to lose concentration every 5 to 10 minutes.","Sometimes","I listened carefully to what the teacher was teaching.","Page to medium","I tend to keep doubts for answers later.","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","family","medium","medium","Inappropriate",
"male",2,"Central","Officialdom","About it","10,000 to 40,000","tcas","friend-someone",1,"Good","Fair","Fair","full of knowledge","Normal","Like","Sometimes late","Sometimes","Sometimes","Every time","I tend to lose concentration every 5 to 10 minutes.","Sometimes","No preparation","Behind the room","I tend to keep doubts for answers later.","Listen to the teacher, but rarely wrAbout ite down.","Tutoring with friends","Study","family","medium","high","Inappropriate",
"male",2,"Central","Company employee","null","10,000 to 40,000","tcas","friend-someone",1,"Good","Fair","Fair","full of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Sometimes","Sometimes","I focus on the content that the teachers teach all the time.","Sometimes","No preparation","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","Listen to the teacher, but rarely wrAbout ite down.","Read book alone","Study","Not consult","medium","high","Inappropriate",
"male",2,"Eastern","Freelance","About it","10,000 to 40,000","area quota","Search on internet",0,"Good","Unsatisfy","Fair","some of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Not brave","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Behind the room","I tend to search for answers from various sources. Immediately after a doubt","Listen to the teacher, but rarely wrAbout ite down.","Read the book 1 night","Study","Not consult","high","medium","Appropriate",
"female",3,"Eastern","Personal business","null","10,000 to 40,000","area quota","guide",1,"Good","Fair","Good","full of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Sometimes","Sometimes","I focus on the content that the teachers teach all the time.","Sometimes","No preparation","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","Listen to the teacher, but rarely wrAbout ite down.","Tutoring with friends","Study","Not consult","medium","high","Inappropriate",
"male",3,"Central","Personal business","null","more 50,000","Direct examination","websAbout ite education",3,"Fair","Fair","Fair","full of knowledge","Normal","Like","Sometimes late","Sometimes","Sometimes","Sometimes","I focus on the content that the teachers teach all the time.","Sometimes","No preparation","Page to medium","I tend to keep doubts for answers later.","Listen to the teacher, but rarely wrAbout ite down.","Read book alone","Study","family","medium","high","Inappropriate",
"male",3,"Central","Freelance","About it","10,000 to 40,000","O-net","friend-someone",1,"Excellent","Fair","Good","full of knowledge","Normal","Developed for work","Sometimes late","Always try","Sometimes","Sometimes","I focus on the content that the teachers teach all the time.","Sometimes","I listened carefully to what the teacher was teaching.","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Read book alone","Study","Not consult","medium","high","Appropriate",
"male",3,"Central","Company employee","About it","10,000 to 40,000","tcas","friend-someone",2,"Good","Fair","Fair","some of knowledge","Normal","Talented IT","Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","I listened carefully to what the teacher was teaching.","Page to medium","I tend to keep doubts for answers later.","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","family","medium","medium","Inappropriate",
"male",2,"Central","Freelance","null",,,,,"Good","Unsatisfy","Unsatisfy","some of knowledge","Normal","Like","Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","No preparation","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","No technique","Read book alone","Study","Not consult","medium","medium","Inappropriate",
"female",2,"Central","Personal business","About it","10,000 to 40,000","GoodGrade quota","parent",1,"Excellent","Fair","Excellent","full of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Page to medium","ignore","Listen to the teacher, but rarely wrAbout ite down.","Tutoring with friends","Study","friend","high","medium","Appropriate",
"male",2,"Eastern","Company employee","About it","more 50,000","GoodGrade quota","parent",1,"Good","Fair","Good","full of knowledge","Normal","Like","Sometimes late","Always try","Not brave","Every time","I tend to lose concentration every 5 to 10 minutes.","Do not play","No preparation","Behind the room","I tend to keep doubts for answers later.","No technique","Read the book 1 week","No study","Not consult","high","medium","Appropriate",
"male",2,"Central","Personal business","null","10,000 to 40,000","Admissions","friend-someone",1,"Good","Unsatisfy","Unsatisfy","full of knowledge","Normal","High salary","Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","No preparation","Behind the room","I tend to keep doubts for answers later.","No technique","Read book alone","Study","Not consult","medium","medium","Inappropriate",
"male",2,"Central","Company employee","null","10,000 to 40,000","tcas","friend-someone",1,"Good","Fair","Unsatisfy","full of knowledge","Normal","Like","Sometimes late","Always try","Sometimes","Never","I focus on the content that the teachers teach all the time.","Sometimes","No preparation","Behind the room","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","family","medium","high","Appropriate",
"female",3,"Central","Freelance","About it","10,000 to 40,000","Admissions","websAbout ite education",0,"Good","Fair","Fair","full of knowledge","Normal","Developed for work","Always on time","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","I listened carefully to what the teacher was teaching.","Page to medium","I tend to keep doubts for answers later.","No technique","Tutoring with friends","Study","family","medium","medium","Inappropriate",
"female",3,"Central","Personal business","null","more 50,000","Direct examination","guide",1,"Fair","Unsatisfy","Fair","some of knowledge","Normal","Like","Sometimes late","Sometimes","Not brave","Every time","I tend to lose concentration every 5 to 10 minutes.","Sometimes","No preparation","Behind the room","I tend to keep doubts for answers later.","I always have a notebook In order to note down important  that is apart from the sheet","Read the book 1 night","Study","family","medium","medium","Inappropriate",
"male",3,"Eastern","Officialdom","About it","10,000 to 40,000","area quota","websAbout ite education",0,"Good","Fair","Good","full of knowledge","Normal","Talented IT","Sometimes late","Sometimes","Dare","Every time","I focus on the content that the teachers teach all the time.","Do not play","I listened carefully to what the teacher was teaching.","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Tutoring with friends","Study","family","medium","high","Inappropriate",
"male",2,"Central","Company employee","null","more 50,000","tcas","parent",4,"Excellent","Fair","Unsatisfy","full of knowledge","Normal","Developed for work","Always on time","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Sometimes","I tend to set goals for my studies.","Page to medium","I tend to search for answers from various sources. Immediately after a doubt","I always have a notebook In order to note down important  that is apart from the sheet","Read the book 1 night","Study","friend","medium","medium","Appropriate",
"male",3,"Western","Agriculturist","About it","10,000 to 40,000","Get-pat","websAbout ite education",1,"Fair","Unsatisfy","Fair","full of knowledge","Normal","Developed for work","Sometimes late","Sometimes","Sometimes","Sometimes","I tend to lose concentration every 5 to 10 minutes.","Play","No preparation","Page to medium","I tend to keep doubts for answers later.","Listen to the teacher, but rarely wrAbout ite down.","Tutoring with friends","Study","Not consult","medium","medium","Inappropriate",
